Code;Betekenis;;;;;;;;;;;;;
N;Verhuur van roerende goederen en overige zakelijke dienstverlening ;;;;;;;;;;;;;
;;;;;;;;;;;;;;
77;Verhuur en lease van auto's, consumentenartikelen, machines en overige roerende goederen;;;;;;;;;;;;;
;;;;;;;;;;;;;;
771;Verhuur en lease van auto's;;;;;;;;;;;;;
7711;Verhuur en lease van personenauto's en lichte bedrijfsauto’s;;;;;;;;;;;;;
77111;Verhuur van personenauto’s en lichte bedrijfsauto’s (geen operational lease);;;;;;;;;;;;;
77112;Operational lease van personenauto’s en lichte bedrijfsauto’s;;;;;;;;;;;;;
7712;Verhuur en lease van vrachtwagens, autobussen, caravans en aanhangwagens;;;;;;;;;;;;;
;;;;;;;;;;;;;;
772;Verhuur van consumentenartikelen;;;;;;;;;;;;;
7721;Verhuur van sport- en recreatieartikelen;;;;;;;;;;;;;
7722;Videotheken;;;;;;;;;;;;;
7729;Verhuur van overige consumentenartikelen;;;;;;;;;;;;;
77291;Verhuur van leesportefeuilles;;;;;;;;;;;;;
77292;Verhuur van kleding en huishoudelijke artikelen;;;;;;;;;;;;;
77299;Verhuur van overige consumentenartikelen (rest) ;;;;;;;;;;;;;
;;;;;;;;;;;;;;
773;Verhuur en lease van machines en werktuigen en van overige goederen;;;;;;;;;;;;;
7731;Verhuur en lease van landbouwmachines en ‑werktuigen;;;;;;;;;;;;;
7732;Verhuur en lease van machines en installaties voor de bouw;;;;;;;;;;;;;
7733;Verhuur en lease van computers en kantoorapparatuur;;;;;;;;;;;;;
7734;Verhuur en lease van schepen;;;;;;;;;;;;;
7735;Verhuur en lease van vliegtuigen;;;;;;;;;;;;;
7739;Verhuur en lease van overige machines en werktuigen en van overige goederen;;;;;;;;;;;;;
77391;Verhuur van automaten;;;;;;;;;;;;;
77399;Verhuur en lease van overige machines en werktuigen en van overige  goederen (geen automaten);;;;;;;;;;;;;
;;;;;;;;;;;;;;
774;Lease van niet-financiële immateriële activa;;;;;;;;;;;;;
7740;Lease van niet-financiële immateriële activa;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
78;Arbeidsbemiddeling, uitzendbureaus en personeelsbeheer;;;;;;;;;;;;;
;;;;;;;;;;;;;;
781;Arbeidsbemiddeling;;;;;;;;;;;;;
7810;Arbeidsbemiddeling;;;;;;;;;;;;;
;;;;;;;;;;;;;;
782;Uitzendbureaus, uitleenbureaus en banenpools;;;;;;;;;;;;;
7820;Uitzendbureaus, uitleenbureaus en banenpools;;;;;;;;;;;;;
78201;Uitzendbureaus ;;;;;;;;;;;;;
78202;Uitleenbureaus;;;;;;;;;;;;;
78203;Banenpools (werkgelegenheidsprojecten);;;;;;;;;;;;;
;;;;;;;;;;;;;;
783;Payrolling (personeelsbeheer);;;;;;;;;;;;;
7830;Payrolling (personeelsbeheer);;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
79;Reisbemiddeling, reisorganisatie, toeristische informatie en reserveringsbureaus;;;;;;;;;;;;;
;;;;;;;;;;;;;;
791;Reisbemiddeling en reisorganisatie;;;;;;;;;;;;;
7911;Reisbemiddeling;;;;;;;;;;;;;
7912;Reisorganisatie;;;;;;;;;;;;;
799;Informatieverstrekking op het gebied van toerisme en reserveringsbureaus;;;;;;;;;;;;;
7990;Informatieverstrekking op het gebied van toerisme en reserveringsbureaus;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
80;Beveiliging en opsporing;;;;;;;;;;;;;
;;;;;;;;;;;;;;
801;Particuliere beveiliging ;;;;;;;;;;;;;
8010;Particuliere beveiliging ;;;;;;;;;;;;;
;;;;;;;;;;;;;;
802;Beveiliging via  beveiligingssystemen;;;;;;;;;;;;;
8020;Beveiliging via  beveiligingssystemen;;;;;;;;;;;;;
;;;;;;;;;;;;;;
803;Opsporing;;;;;;;;;;;;;
8030;Opsporing;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
81;Facility management, reiniging en landschapsverzorging;;;;;;;;;;;;;
;;;;;;;;;;;;;;
811;Facility management;;;;;;;;;;;;;
8110;Facility management;;;;;;;;;;;;;
;;;;;;;;;;;;;;
812;Reiniging;;;;;;;;;;;;;
8121;Interieurreiniging van gebouwen;;;;;;;;;;;;;
8122;Gespecialiseerde reiniging van gebouwen en industriële reiniging;;;;;;;;;;;;;
81221   Glazenwassen;;;;;;;;;;;;;;
81222   Schoorsteenvegen;;;;;;;;;;;;;;
81229   Overige gespecialiseerde reiniging;;;;;;;;;;;;;;
8129;Overige reiniging ;;;;;;;;;;;;;
;;;;;;;;;;;;;;
813;Landschapsverzorging;;;;;;;;;;;;;
8130;Landschapsverzorging;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
82;Overige zakelijke dienstverlening;;;;;;;;;;;;;
;;;;;;;;;;;;;;
821;Brede administratieve en secretariële dienstverlening ;;;;;;;;;;;;;
8211;Brede administratieve dienstverlening ;;;;;;;;;;;;;
8219;Secretariële dienstverlening ;;;;;;;;;;;;;
;;;;;;;;;;;;;;
822;Callcenters;;;;;;;;;;;;;
8220;Callcenters;;;;;;;;;;;;;
;;;;;;;;;;;;;;
823;Organiseren van congressen en beurzen;;;;;;;;;;;;;
8230;Organiseren van congressen en beurzen;;;;;;;;;;;;;
;;;;;;;;;;;;;;
829;Overige zakelijke dienstverlening(rest);;;;;;;;;;;;;
8291;Kredietinformatie- en incassobureaus;;;;;;;;;;;;;
8292;Pakken, sorteren ed in loon;;;;;;;;;;;;;
8299;Overige zakelijke dienstverlening (rest);;;;;;;;;;;;;
82991;Veilingen van landbouw-, tuinbouw- en visserijproducten;;;;;;;;;;;;;
82992;Veilingen van huisraad, kunst, antiek, machines ed roerende goederen;;;;;;;;;;;;;
82999;Overige zakelijke dienstverlening (rest) ;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
O;Openbaar bestuur, overheidsdiensten en verplichte sociale verzekeringen;;;;;;;;;;;;;
;;;;;;;;;;;;;;
84;Openbaar bestuur, overheidsdiensten en verplichte sociale verzekeringen;;;;;;;;;;;;;
;;;;;;;;;;;;;;
841;Openbaar bestuur;;;;;;;;;;;;;
8411;Algemeen overheidsbestuur;;;;;;;;;;;;;
8412;Openbaar bestuur op het gebied van gezondheidszorg, onderwijs, cultuur en welzijn (geen sociale verzekeringen);;;;;;;;;;;;;
8413;Openbaar bestuur op het gebied van het bedrijfsleven;;;;;;;;;;;;;
;;;;;;;;;;;;;;
842;Overheidsdiensten;;;;;;;;;;;;;
8421;Buitenlandse zaken;;;;;;;;;;;;;
8422;Defensie;;;;;;;;;;;;;
8423;Justitie;;;;;;;;;;;;;
84231;Rechtspraak;;;;;;;;;;;;;
84232;Ministerie van Justitie en gevangeniswezen;;;;;;;;;;;;;
8424;Politie;;;;;;;;;;;;;
8425;Brandweer;;;;;;;;;;;;;
;;;;;;;;;;;;;;
843;Verplichte sociale verzekeringen;;;;;;;;;;;;;
8430;Verplichte sociale verzekeringen;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
P;Onderwijs ;;;;;;;;;;;;;
  ;;;;;;;;;;;;;;
85;Onderwijs;;;;;;;;;;;;;
;;;;;;;;;;;;;;
852;Primair en speciaal onderwijs;;;;;;;;;;;;;
8520;Primair en speciaal onderwijs;;;;;;;;;;;;;
85201;Basisonderwijs voor leerplichtigen;;;;;;;;;;;;;
85202;Speciaal basisonderwijs;;;;;;;;;;;;;
85203;Speciaal onderwijs in expertisecentra;;;;;;;;;;;;;
;;;;;;;;;;;;;;
853;Voortgezet onderwijs;;;;;;;;;;;;;
8531;Algemeen vormend voortgezet onderwijs;;;;;;;;;;;;;
85311;Havo en vwo;;;;;;;;;;;;;
85312;Voorbereidend middelbaar beroepsonderwijs;;;;;;;;;;;;;
85313;Praktijkonderwijs;;;;;;;;;;;;;
85314;Brede scholengemeenschappen voor voortgezet onderwijs;;;;;;;;;;;;;
;;;;;;;;;;;;;;
8532;Middelbaar beroepsonderwijs en educatie;;;;;;;;;;;;;
85321;Middelbaar beroepsonderwijs;;;;;;;;;;;;;
85322;Educatie;;;;;;;;;;;;;
85323;Middelbaar beroepsonderwijs en educatie (gecombineerd);;;;;;;;;;;;;
;;;;;;;;;;;;;;
854;Tertiair onderwijs;;;;;;;;;;;;;
8541;Niet-universitair hoger onderwijs;;;;;;;;;;;;;
8542;Universitair hoger onderwijs;;;;;;;;;;;;;
;;;;;;;;;;;;;;
855;Overig onderwijs;;;;;;;;;;;;;
8551;Sport- en recreatieonderwijs;;;;;;;;;;;;;
85511;Zeil- en surfscholen;;;;;;;;;;;;;
85519;Overig sport- en recreatieonderwijs;;;;;;;;;;;;;
8552;Cultureel onderwijs ;;;;;;;;;;;;;
85521;Dansscholen;;;;;;;;;;;;;
85522;Kunstzinnige vorming van amateurs (geen dansscholen);;;;;;;;;;;;;
8553;Auto- en motorrijscholen;;;;;;;;;;;;;
8559;Overig onderwijs (rest);;;;;;;;;;;;;
85591;Afstandsonderwijs;;;;;;;;;;;;;
85592;Bedrijfsopleiding en -training;;;;;;;;;;;;;
85599;Studiebegeleiding, vorming en onderwijs (rest);;;;;;;;;;;;;
;;;;;;;;;;;;;;
856;Dienstverlening voor het onderwijs;;;;;;;;;;;;;
8560;Dienstverlening voor het onderwijs;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Q;Gezondheids- en welzijnszorg ;;;;;;;;;;;;;
;;;;;;;;;;;;;;
86;Gezondheidszorg;;;;;;;;;;;;;
;;;;;;;;;;;;;;
861;Ziekenhuizen en geestelijke gezondheids- en verslavingszorg met overnachting;;;;;;;;;;;;;
8610;Ziekenhuizen en geestelijke gezondheids- en verslavingszorg met overnachting;;;;;;;;;;;;;
86101;Universitair medische centra ;;;;;;;;;;;;;
86102;Algemene ziekenhuizen ;;;;;;;;;;;;;
86103;Categorale ziekenhuizen ;;;;;;;;;;;;;
86104;Geestelijke gezondheids- en verslavingszorg met overnachting;;;;;;;;;;;;;
;;;;;;;;;;;;;;
862;Medische en tandheelkundige praktijken ;;;;;;;;;;;;;
8621;Praktijken van huisartsen;;;;;;;;;;;;;
8622;Praktijken van medisch specialisten en medische dagbehandelcentra (geen tandheelkunde);;;;;;;;;;;;;
86221;Praktijken van medisch specialisten en medische dagbehandelcentra (geen tandheelkunde of psychiatrie);;;;;;;;;;;;;
86222;Praktijken van psychiaters en dagbehandelcentra voor geestelijke gezondheids- en verslavingszorg;;;;;;;;;;;;;
8623;Tandartspraktijken;;;;;;;;;;;;;
86231;Praktijken van tandartsen;;;;;;;;;;;;;
86232;Praktijken van tandheelkundig specialisten;;;;;;;;;;;;;
;;;;;;;;;;;;;;
869;Paramedische praktijken en overige gezondheidszorg zonder overnachting;;;;;;;;;;;;;
8691;Praktijken van verloskundigen en paramedici;;;;;;;;;;;;;
86911;Praktijken van verloskundigen;;;;;;;;;;;;;
86912;Praktijken van fysiotherapeuten;;;;;;;;;;;;;
86913;Praktijken van psychotherapeuten, psychologen en pedagogen;;;;;;;;;;;;;
86919;Overige paramedische praktijken (geen fysiotherapie en psychologie) en alternatieve genezers;;;;;;;;;;;;;
8692;Overige aanbieders van gezondheidszorg zonder overnachting en gezondheidsondersteunende diensten;;;;;;;;;;;;;
86921;Gezondheidscentra;;;;;;;;;;;;;
86922;Arbobegeleiding en re-integratie;;;;;;;;;;;;;
86923;Preventieve gezondheidszorg (geen arbobegeleiding);;;;;;;;;;;;;
86924;Medische laboratoria, trombosediensten en overig behandelingsondersteunend onderzoek ;;;;;;;;;;;;;
86925;Ambulancediensten en centrale posten;;;;;;;;;;;;;
86929;Samenwerkingsorganen op het gebied van gezondheidszorg en overige ;;;;;;;;;;;;;
;gezondheidszorgondersteunende diensten;;;;;;;;;;;;;
87;Verpleging, verzorging en begeleiding met overnachting;;;;;;;;;;;;;
;;;;;;;;;;;;;;
871;Verpleeghuizen;;;;;;;;;;;;;
8710;Verpleeghuizen;;;;;;;;;;;;;
;;;;;;;;;;;;;;
872;Huizen en dagverblijven voor verstandelijk gehandicapten;;;;;;;;;;;;;
8720;Huizen en dagverblijven voor verstandelijk gehandicapten;;;;;;;;;;;;;
;;;;;;;;;;;;;;
873;Huizen en dagverblijven voor niet-verstandelijk gehandicapten en verzorgingshuizen ;;;;;;;;;;;;;
8730;Huizen en dagverblijven voor niet-verstandelijk gehandicapten en verzorgingshuizen ;;;;;;;;;;;;;
87301;Huizen en dagverblijven voor niet-verstandelijk gehandicapten ;;;;;;;;;;;;;
87302;Verzorgingshuizen;;;;;;;;;;;;;
;;;;;;;;;;;;;;
879;Jeugdzorg en maatschappelijke opvang met overnachting;;;;;;;;;;;;;
8790;Jeugdzorg en maatschappelijke opvang met overnachting ;;;;;;;;;;;;;
87901;Jeugdzorg met overnachting en dagverblijven voor jeugdzorg;;;;;;;;;;;;;
87902;Maatschappelijk opvang met overnachting ;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
88;Maatschappelijke dienstverlening zonder overnachting;;;;;;;;;;;;;
;;;;;;;;;;;;;;
881;Maatschappelijke dienstverlening zonder overnachting gericht op ouderen en  gehandicapten;;;;;;;;;;;;;
8810;Maatschappelijke dienstverlening zonder overnachting gericht op ouderen en  gehandicapten ;;;;;;;;;;;;;
88101;Thuiszorg;;;;;;;;;;;;;
88102;Welzijnswerk voor ouderen;;;;;;;;;;;;;
88103;Ondersteuning en begeleiding van gehandicapten;;;;;;;;;;;;;
;;;;;;;;;;;;;;
889;Maatschappelijke dienstverlening zonder overnachting niet specifiek gericht op ouderen en ;;;;;;;;;;;;;
;gehandicapten;;;;;;;;;;;;;
8891;Kinderopvang en peuterspeelzaalwerk;;;;;;;;;;;;;
8899;Ambulante jeugdzorg, maatschappelijk werk en advies en lokaal welzijnswerk ;;;;;;;;;;;;;
88991;Ambulante jeugdzorg;;;;;;;;;;;;;
88992;Maatschappelijk werk ;;;;;;;;;;;;;
88993;Lokaal welzijnswerk;;;;;;;;;;;;;
88999;Overig maatschappelijk advies, gemeenschapshuizen en samenwerkingsorganen op het gebied van;;;;;;;;;;;;;
;welzijn ;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
R;Cultuur, sport en recreatie;;;;;;;;;;;;;
;  ;;;;;;;;;;;;;
90;Kunst;;;;;;;;;;;;;
;;;;;;;;;;;;;;
900;Kunst;;;;;;;;;;;;;
9001;Podiumkunst en -vermaak;;;;;;;;;;;;;
90011;Beoefening van podiumkunst;;;;;;;;;;;;;
90012;Producenten van podiumkunst;;;;;;;;;;;;;
90013;Circus en variété;;;;;;;;;;;;;
9002;Dienstverlening voor uitvoerende kunst;;;;;;;;;;;;;
9003;Schrijven en overige scheppende kunst;;;;;;;;;;;;;
9004;Theaters, schouwburgen en evenementenhallen ;;;;;;;;;;;;;
90041;Theaters en schouwburgen;;;;;;;;;;;;;
90042;Evenementenhallen;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
91;Culturele uitleencentra, openbare archieven, musea, dieren- en plantentuinen, natuurbehoud;;;;;;;;;;;;;
;;;;;;;;;;;;;;
910;Culturele uitleencentra, openbare archieven, musea, dieren- en plantentuinen, natuurbehoud;;;;;;;;;;;;;
9101;Culturele uitleencentra en openbare archieven;;;;;;;;;;;;;
91011;Openbare bibliotheken;;;;;;;;;;;;;
91012;Kunstuitleencentra;;;;;;;;;;;;;
91019;Overige culturele uitleencentra en openbare archieven;;;;;;;;;;;;;
9102;Musea, kunstgalerieën en –expositieruimten;;;;;;;;;;;;;
91021;Musea;;;;;;;;;;;;;
91022;Kunstgalerieën en –expositieruimten;;;;;;;;;;;;;
9103;Monumentenzorg;;;;;;;;;;;;;
9104;Dieren- en plantentuinen: natuurbehoud ;;;;;;;;;;;;;
91041;Dieren- en plantentuinen, kinderboerderijen;;;;;;;;;;;;;
91042;Natuurbehoud;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
92;Loterijen en kansspelen;;;;;;;;;;;;;
;;;;;;;;;;;;;;
920;Loterijen en kansspelen;;;;;;;;;;;;;
9200;Loterijen en kansspelen;;;;;;;;;;;;;
92001;Loterijen en kansspelen (geen amusementsautomaten);;;;;;;;;;;;;
92009;Exploitatie van amusements- en speelautomaten;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
93;Sport en recreatie;;;;;;;;;;;;;
  ;;;;;;;;;;;;;;
931;Sport;;;;;;;;;;;;;
9311;Sportaccommodaties;;;;;;;;;;;;;
93111;Zwembaden;;;;;;;;;;;;;
93112;Sporthallen, sportzalen en gymzalen;;;;;;;;;;;;;
93113;Sportvelden;;;;;;;;;;;;;
93119;Overige sportaccommodaties;;;;;;;;;;;;;
9312;Buitensport;;;;;;;;;;;;;
93121;Veldvoetbal;;;;;;;;;;;;;
93122;Veldsport in teamverband (geen voetbal) ;;;;;;;;;;;;;
93123;Atletiek;;;;;;;;;;;;;
93124;Tennis;;;;;;;;;;;;;
93125;Paardensport en maneges;;;;;;;;;;;;;
93126;Wielersport;;;;;;;;;;;;;
93127;Auto- en motorsport;;;;;;;;;;;;;
93128;Wintersport;;;;;;;;;;;;;
93129;Overige buitensport;;;;;;;;;;;;;
9313;Fitnesscentra;;;;;;;;;;;;;
9314;Binnensport;;;;;;;;;;;;;
93141;Individuele zaalsport ;;;;;;;;;;;;;
93142;Zaalsport in teamverband;;;;;;;;;;;;;
93143;Kracht- en vechtsport;;;;;;;;;;;;;
93144;Bowlen, kegelen, biljarten ed;;;;;;;;;;;;;
93145;Denksport;;;;;;;;;;;;;
93146;Sportscholen;;;;;;;;;;;;;
93149;Overige binnensport en omnisport;;;;;;;;;;;;;
9315;Watersport;;;;;;;;;;;;;
93151;Zwem- en onderwatersport;;;;;;;;;;;;;
93152;Roei-, kano-, zeil- en surfsport ed;;;;;;;;;;;;;
9319;Overige sportactiviteiten;;;;;;;;;;;;;
93191;Beroepssportlieden;;;;;;;;;;;;;
93192;Hengelsport;;;;;;;;;;;;;
93193;Verzorgen van vistochten;;;;;;;;;;;;;
93194;Supportersverenigingen (sport);;;;;;;;;;;;;
93195;Organiseren van sportevenementen;;;;;;;;;;;;;
93196;Overkoepelende organen en samenwerkings- en adviesorganen op het gebied van sport;;;;;;;;;;;;;
93199;Overige sportactiviteiten (rest);;;;;;;;;;;;;
;;;;;;;;;;;;;;
932;Overige recreatie;;;;;;;;;;;;;
9321;Pret- en themaparken: kermisattracties;;;;;;;;;;;;;
93211;Pret- en themaparken;;;;;;;;;;;;;
93212;Kermisattracties;;;;;;;;;;;;;
9329;Overige recreatie (rest);;;;;;;;;;;;;
93291;Jachthavens;;;;;;;;;;;;;
93299;Overige recreatie (rest, geen jachthavens);;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
S;Overige dienstverlening;;;;;;;;;;;;;
;;;;;;;;;;;;;;
94;Levensbeschouwelijke en politieke organisaties, belangen- en ideële organisaties, hobbyclubs ;;;;;;;;;;;;;
941;Bedrijfs-, werkgevers- en beroepsorganisaties;;;;;;;;;;;;;
9411;Bedrijfs- en werkgeversorganisaties;;;;;;;;;;;;;
9412;Beroepsorganisaties;;;;;;;;;;;;;
;;;;;;;;;;;;;;
942;Werknemersorganisaties;;;;;;;;;;;;;
9420;Werknemersorganisaties;;;;;;;;;;;;;
;;;;;;;;;;;;;;
949;Levensbeschouwelijke en politieke organisaties, belangen- en ideële organisaties, hobbyclubs;;;;;;;;;;;;;
9491;Levensbeschouwelijke organisaties;;;;;;;;;;;;;
94911;Religieuze organisaties;;;;;;;;;;;;;
94919;Overige levensbeschouwelijke organisaties;;;;;;;;;;;;;
9492;Politieke organisaties;;;;;;;;;;;;;
9499;Overige belangen- en ideële organisaties: hobbyclubs;;;;;;;;;;;;;
94991;Gezelligheidsverenigingen;;;;;;;;;;;;;
94992;Hobbyclubs;;;;;;;;;;;;;
94993;Steunfondsen (niet op het gebied van welzijnszorg);;;;;;;;;;;;;
94994;Vriendenkringen op het gebied van cultuur, fanclubs en overige kunstbevordering;;;;;;;;;;;;;
94995;Overkoepelende organen en samenwerkings- en adviesorganen (niet op het gebied van gezondheids- en welzijnszorg, sport en recreatie);;;;;;;;;;;;;
94996;Overige ideële organisaties (rest);;;;;;;;;;;;;
94997;Overige belangenbehartiging (rest);;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
95;Reparatie van computers en consumentenartikelen;;;;;;;;;;;;;
;;;;;;;;;;;;;;
951;Reparatie van computers en communicatieapparatuur;;;;;;;;;;;;;
9511;Reparatie van computers en randapparatuur;;;;;;;;;;;;;
9512;Reparatie van communicatieapparatuur;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
952;Reparatie van consumentenartikelen (geen computers, communicatieapparatuur, auto’s en motorfietsen);;;;;;;;;;;;;
9521;Reparatie van consumentenelektronica (geen computers);;;;;;;;;;;;;
9522;Reparatie van elektrische huishoudelijke apparaten ;;;;;;;;;;;;;
9523;Reparatie van schoenen en lederwaren;;;;;;;;;;;;;
9524;Reparatie en stoffering van meubels;;;;;;;;;;;;;
9525;Reparatie van uurwerken en juweliersartikelen;;;;;;;;;;;;;
9529;Reparatie van overige consumentenartikelen;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
96;Wellness en overige dienstverlening: uitvaartbranche;;;;;;;;;;;;;
;;;;;;;;;;;;;;
960;Wellness en overige dienstverlening: uitvaartbranche;;;;;;;;;;;;;
9601;Reinigen van kleding en textiel;;;;;;;;;;;;;
96011;Wasserijen en linnenverhuur;;;;;;;;;;;;;
96012;Chemische wasserijen en ververijen;;;;;;;;;;;;;
96013;Wassalons en -verzendinrichtingen;;;;;;;;;;;;;
9602;Haar- en schoonheidsverzorging;;;;;;;;;;;;;
96021;Haarverzorging;;;;;;;;;;;;;
96022;Schoonheidsverzorging, pedicures en manicures, visagie en image consulting;;;;;;;;;;;;;
9603;Uitvaartverzorging, crematoria, mortuaria en begraafplaatsen;;;;;;;;;;;;;
96031;Uitvaartverzorging;;;;;;;;;;;;;
96032;Crematoria, mortuaria en begraafplaatsen;;;;;;;;;;;;;
9604;Sauna's, solaria, baden ed;;;;;;;;;;;;;
9609;Overige dienstverlening (rest);;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
T;Huishoudens als werkgever: niet-gedifferentieerde productie van goederen en diensten    door huishoudens voor eigen gebruik;;;;;;;;;;;;;
;;;;;;;;;;;;;;
97;Huishoudens als werkgever van huishoudelijk personeel;;;;;;;;;;;;;
;;;;;;;;;;;;;;
970;Huishoudens als werkgever van huishoudelijk personeel;;;;;;;;;;;;;
9700;Huishoudens als werkgever van huishoudelijk personeel;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
98;Niet-gespecificeerde productie van goederen en diensten door particuliere huishoudens voor eigen ;;;;;;;;;;;;;
;gebruik;;;;;;;;;;;;;
;;;;;;;;;;;;;;
981;Niet-gespecificeerde productie van goederen door particuliere huishoudens voor eigen gebruik;;;;;;;;;;;;;
9810;Niet-gespecificeerde productie van goederen door particuliere huishoudens voor eigen gebruik;;;;;;;;;;;;;
;;;;;;;;;;;;;;
982;Niet-gespecificeerde productie van diensten door particuliere huishoudens voor eigen gebruik;;;;;;;;;;;;;
9820;Niet-gespecificeerde productie van diensten door particuliere huishoudens voor eigen gebruik;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
 U;Extraterritoriale organisaties en lichamen;;;;;;;;;;;;;
;;;;;;;;;;;;;;
99;Extraterritoriale organisaties en lichamen;;;;;;;;;;;;;
;;;;;;;;;;;;;;
990;Extraterritoriale organisaties en lichamen;;;;;;;;;;;;;
9900;Extraterritoriale organisaties en lichamen;;;;;;;;;;;;;